Feature 1,Feature 2,Correlation,Abs_Correlation,label_abs_corr_feat1,label_abs_corr_feat2,Feature 1 Missing,Feature 2 Missing
loan_amnt,funded_amnt,0.9997335074166174,0.9997335074166174,0.02682093959234543,0.026788462298567975,0.0,0.0
loan_amnt,funded_amnt_inv,0.9989507600461917,0.9989507600461917,0.02682093959234543,0.026352080252760895,0.0,0.0
loan_amnt,term,0.39155912423291445,0.39155912423291445,0.02682093959234543,0.09111423202576499,0.0,0.0
loan_amnt,int_rate,0.09951463451142765,0.09951463451142765,0.02682093959234543,0.19849424398263266,0.0,0.0
loan_amnt,grade,0.1041628850766782,0.1041628850766782,0.02682093959234543,0.22188299811229883,0.0,0.0
loan_amnt,sub_grade,0.10526875975247589,0.10526875975247589,0.02682093959234543,0.22500452182134473,0.0,0.0
loan_amnt,emp_title,-0.042854382253200804,0.042854382253200804,0.02682093959234543,0.025226709051093508,0.0,6.959231247167863
loan_amnt,emp_length,-0.07374332473185924,0.07374332473185924,0.02682093959234543,0.022127878150561765,0.0,6.086582796492588
loan_amnt,home_ownership,-0.17257305353296484,0.17257305353296484,0.02682093959234543,0.05049111917017964,0.0,0.0
loan_amnt,annual_inc,0.288845172123335,0.288845172123335,0.02682093959234543,0.03536926119704636,0.0,0.0
loan_amnt,verification_status,0.20081847575529266,0.20081847575529266,0.02682093959234543,0.09683841629149338,0.0,0.0
loan_amnt,issue_d,0.0025072634817487334,0.0025072634817487334,0.02682093959234543,0.017819021013207523,0.0,0.0
loan_amnt,desc,0.013648704152170003,0.013648704152170003,0.02682093959234543,0.01963720554729567,0.0,94.16054302278323
loan_amnt,purpose,-0.14676046621824654,0.14676046621824654,0.02682093959234543,0.013710899449129602,0.0,0.0
loan_amnt,title,-0.1239202020421707,0.1239202020421707,0.02682093959234543,0.02770941079607677,0.0,1.046430690317246
loan_amnt,zip_code,0.0007327420192271202,0.0007327420192271202,0.02682093959234543,0.0006308825935882336,0.0,0.0
loan_amnt,addr_state,0.003988424331847464,0.003988424331847464,0.02682093959234543,0.003552164236663896,0.0,0.0
loan_amnt,dti,0.021713197848441338,0.021713197848441338,0.02682093959234543,0.0782879675756435,0.0,0.0
loan_amnt,delinq_2yrs,-0.004565965926056934,0.004565965926056934,0.02682093959234543,0.01912274810175978,0.0,0.0009343131163546839
loan_amnt,earliest_cr_line,-0.010827970095568937,0.010827970095568937,0.02682093959234543,0.0010923947466905046,0.0,0.0009343131163546839
loan_amnt,inq_last_6mths,-0.02187479673818448,0.02187479673818448,0.02682093959234543,0.07884178945733766,0.0,0.0009343131163546839
loan_amnt,mths_since_last_delinq,-0.0181263833815893,0.0181263833815893,0.02682093959234543,0.012972182863817254,0.0,50.893436917514165
loan_amnt,mths_since_last_record,-0.0007806718036433304,0.0007806718036433304,0.02682093959234543,0.020270336049018945,0.0,84.01390257917136
loan_amnt,open_acc,0.1836465368811192,0.1836465368811192,0.02682093959234543,0.01776663231394419,0.0,0.0009343131163546839
loan_amnt,pub_rec,-0.05629344703921788,0.05629344703921788,0.02682093959234543,0.02876278231859769,0.0,0.0009343131163546839
loan_amnt,revol_bal,0.31670072324366094,0.31670072324366094,0.02682093959234543,0.01788359269829698,0.0,0.0
loan_amnt,revol_util,0.10301276633597008,0.10301276633597008,0.02682093959234543,0.0695041062279028,0.0,0.08035092800650283
loan_amnt,total_acc,0.2050693769339796,0.2050693769339796,0.02682093959234543,0.01576646453997829,0.0,0.0009343131163546839
loan_amnt,initial_list_status,0.0853235236460763,0.0853235236460763,0.02682093959234543,0.06853737524962515,0.0,0.0
loan_amnt,collections_12_mths_ex_med,-0.018874455358823483,0.018874455358823483,0.02682093959234543,0.010052319750769608,0.0,0.006073035256305446
loan_amnt,mths_since_last_major_derog,-0.002472144376623805,0.002472144376623805,0.02682093959234543,0.011389737904839171,0.0,73.97704392673117
loan_amnt,tot_coll_amt,-0.024636309892218183,0.024636309892218183,0.02682093959234543,0.0014739431011549038,0.0,3.3252203811063206
loan_amnt,tot_cur_bal,0.30765515902882823,0.30765515902882823,0.02682093959234543,0.05242633659939442,0.0,3.3252203811063206
loan_amnt,open_acc_6m,-0.015285843818223652,0.015285843818223652,0.02682093959234543,0.06072361227471765,0.0,40.420254039736335
loan_amnt,open_act_il,0.030802788837685332,0.030802788837685332,0.02682093959234543,0.008867686360924087,0.0,40.420254039736335
loan_amnt,open_il_12m,0.0032888202194546017,0.0032888202194546017,0.02682093959234543,0.06051092067206702,0.0,40.420254039736335
loan_amnt,open_il_24m,0.027222943659724243,0.027222943659724243,0.02682093959234543,0.06065785469677383,0.0,40.420254039736335
loan_amnt,mths_since_rcnt_il,-0.018681740918114375,0.018681740918114375,0.02682093959234543,0.03242085839165458,0.0,42.30382928230738
loan_amnt,total_bal_il,0.15161702500274563,0.15161702500274563,0.02682093959234543,0.001994536754313803,0.0,40.420254039736335
loan_amnt,il_util,-0.08994404689093911,0.08994404689093911,0.02682093959234543,0.05888586629764154,0.0,48.95286857484549
loan_amnt,open_rv_12m,-0.04270958998605081,0.04270958998605081,0.02682093959234543,0.05266258614741897,0.0,40.420254039736335
loan_amnt,open_rv_24m,-0.03032026179418926,0.03032026179418926,0.02682093959234543,0.06912450757964811,0.0,40.420254039736335
loan_amnt,max_bal_bc,0.3835487972960309,0.3835487972960309,0.02682093959234543,0.03227602521276016,0.0,40.420254039736335
loan_amnt,all_util,-0.00031435350143941366,0.00031435350143941366,0.02682093959234543,0.07383862685643393,0.0,40.42679423155082
loan_amnt,total_rev_hi_lim,0.35038049390174386,0.35038049390174386,0.02682093959234543,0.057416341220561884,0.0,3.3252203811063206
loan_amnt,inq_fi,-0.00011458820647328073,0.00011458820647328073,0.02682093959234543,0.0368309814014974,0.0,40.420254039736335
loan_amnt,total_cu_tl,0.06587909697069623,0.06587909697069623,0.02682093959234543,0.009299731041818318,0.0,40.420254039736335
loan_amnt,inq_last_12m,0.01574546658408852,0.01574546658408852,0.02682093959234543,0.0637314488297478,0.0,40.420254039736335
loan_amnt,acc_open_past_24mths,0.0016568501169251088,0.0016568501169251088,0.02682093959234543,0.08867183834751817,0.0,2.3605420884701087
loan_amnt,avg_cur_bal,0.2249716854779736,0.2249716854779736,0.02682093959234543,0.0562108691255464,0.0,3.32708900733903
loan_amnt,bc_open_to_buy,0.2056734850277655,0.2056734850277655,0.02682093959234543,0.08076668691943055,0.0,3.403702682880114
loan_amnt,bc_util,0.05023788212184795,0.05023788212184795,0.02682093959234543,0.0759460456775071,0.0,3.464900192001345
loan_amnt,chargeoff_within_12_mths,-0.002928021395950673,0.002928021395950673,0.02682093959234543,0.0021101943384776007,0.0,0.006073035256305446
loan_amnt,delinq_amnt,-0.0012449001682196597,0.0012449001682196597,0.02682093959234543,0.005947855837318468,0.0,0.0009343131163546839
loan_amnt,mo_sin_old_il_acct,0.1248817528112637,0.1248817528112637,0.02682093959234543,0.021217795594907888,0.0,6.365942418282638
loan_amnt,mo_sin_old_rev_tl_op,0.17155299453816467,0.17155299453816467,0.02682093959234543,0.0355852140960437,0.0,3.3252203811063206
loan_amnt,mo_sin_rcnt_rev_tl_op,0.05209306955417454,0.05209306955417454,0.02682093959234543,0.051203064225407595,0.0,3.3252203811063206
loan_amnt,mo_sin_rcnt_tl,0.023973399004259273,0.023973399004259273,0.02682093959234543,0.053452195761061076,0.0,3.3252203811063206
loan_amnt,mort_acc,0.22100118808651745,0.22100118808651745,0.02682093959234543,0.03244640355720174,0.0,2.3605420884701087
loan_amnt,mths_since_recent_bc,0.03746333568052752,0.03746333568052752,0.02682093959234543,0.043584474650737046,0.0,3.336899295060754
loan_amnt,mths_since_recent_bc_dlq,-0.032864714230659564,0.032864714230659564,0.02682093959234543,0.003137939343701434,0.0,76.73980781179198
loan_amnt,mths_since_recent_inq,-0.0024200356875014872,0.0024200356875014872,0.02682093959234543,0.05320449066537542,0.0,13.0799164724074
loan_amnt,mths_since_recent_revol_delinq,-0.028603776725376614,0.028603776725376614,0.02682093959234543,0.006683612077262269,0.0,66.9785715286764
loan_amnt,num_accts_ever_120_pd,-0.05195937432402072,0.05195937432402072,0.02682093959234543,0.008479117803978793,0.0,3.3252203811063206
loan_amnt,num_actv_bc_tl,0.195125580993436,0.195125580993436,0.02682093959234543,0.023449703362199502,0.0,3.3252203811063206
loan_amnt,num_actv_rev_tl,0.1516611516116995,0.1516611516116995,0.02682093959234543,0.05073392113298021,0.0,3.3252203811063206
loan_amnt,num_bc_sats,0.21809856734680405,0.21809856734680405,0.02682093959234543,0.0042639641381768565,0.0,2.768836920317106
