Feature 1,Feature 2,Correlation,Abs_Correlation,label_abs_corr_feat1,label_abs_corr_feat2, Feature 1 Missing , Feature 2 Missing 
funded_amnt,revol_bal,31.66%,31.66%,2.68%,1.79%, - , - 
funded_amnt_inv,revol_bal,31.60%,31.60%,2.64%,1.79%, - , - 
open_il_24m,il_util,31.52%,31.52%,6.07%,5.89%, 40.42 , 48.95 
inq_fi,acc_open_past_24mths,31.52%,31.52%,3.68%,8.87%, 40.42 , 2.36 
tot_cur_bal,total_bc_limit,31.49%,31.49%,5.24%,7.27%, 3.33 , 2.36 
total_bal_il,il_util,31.43%,31.43%,0.20%,5.89%, 40.42 , 48.95 
acc_open_past_24mths,num_bc_sats,31.35%,31.35%,8.87%,0.43%, 2.36 , 2.77 
num_rev_accts,num_tl_op_past_12m,31.26%,31.26%,2.22%,7.72%, 3.33 , 3.33 
total_acc,open_rv_24m,31.22%,31.22%,1.58%,6.91%, 0.00 , 40.42 
total_acc,num_actv_bc_tl,31.10%,31.10%,1.58%,2.34%, 0.00 , 3.33 
mo_sin_old_rev_tl_op,num_bc_tl,30.99%,30.99%,3.56%,1.56%, 3.33 , 3.33 
open_il_12m,mo_sin_rcnt_tl,-30.97%,30.97%,6.05%,5.35%, 40.42 , 3.33 
sub_grade,all_util,30.96%,30.96%,22.50%,7.38%, - , 40.43 
num_actv_rev_tl,total_bc_limit,30.92%,30.92%,5.07%,7.27%, 3.33 , 2.36 
dti,open_acc,30.80%,30.80%,7.83%,1.78%, - , 0.00 
mths_since_recent_bc,num_tl_op_past_12m,-30.79%,30.79%,4.36%,7.72%, 3.34 , 3.33 
revol_bal,num_actv_bc_tl,30.78%,30.78%,1.79%,2.34%, - , 3.33 
funded_amnt_inv,tot_cur_bal,30.77%,30.77%,2.64%,5.24%, - , 3.33 
funded_amnt,tot_cur_bal,30.77%,30.77%,2.68%,5.24%, - , 3.33 
loan_amnt,tot_cur_bal,30.77%,30.77%,2.68%,5.24%, - , 3.33 
num_rev_tl_bal_gt_0,total_bc_limit,30.76%,30.76%,5.06%,7.27%, 3.33 , 2.36 
open_rv_12m,inq_last_12m,30.72%,30.72%,5.27%,6.37%, 40.42 , 40.42 
sub_grade,bc_open_to_buy,-30.69%,30.69%,22.50%,8.08%, - , 3.40 
revol_bal,num_rev_tl_bal_gt_0,30.48%,30.48%,1.79%,5.06%, - , 3.33 
open_il_24m,total_bal_ex_mort,30.47%,30.47%,6.07%,1.03%, 40.42 , 2.36 
revol_bal,num_actv_rev_tl,30.46%,30.46%,1.79%,5.07%, - , 3.33 
open_acc_6m,mths_since_recent_inq,-30.42%,30.42%,6.07%,5.32%, 40.42 , 13.08 
installment,revol_bal,30.39%,30.39%,3.00%,1.79%, - , - 
dti,num_sats,30.34%,30.34%,7.83%,1.84%, - , 2.77 
avg_cur_bal,total_bal_ex_mort,30.29%,30.29%,5.62%,1.03%, 3.33 , 2.36 
total_cu_tl,num_il_tl,30.24%,30.24%,0.93%,1.03%, 40.42 , 3.33 
open_act_il,il_util,30.15%,30.15%,0.89%,5.89%, 40.42 , 48.95 
acc_open_past_24mths,num_bc_tl,30.01%,30.01%,8.87%,1.56%, 2.36 , 3.33 
max_bal_bc,bc_util,29.87%,29.87%,3.23%,7.59%, 40.42 , 3.46 
open_acc_6m,open_il_24m,29.86%,29.86%,6.07%,6.07%, 40.42 , 40.42 
open_il_12m,inq_fi,29.78%,29.78%,6.05%,3.68%, 40.42 , 40.42 
open_rv_12m,num_bc_tl,29.68%,29.68%,5.27%,1.56%, 40.42 , 3.33 
grade,all_util,29.68%,29.68%,22.19%,7.38%, - , 40.43 
installment,tot_hi_cred_lim,29.67%,29.67%,3.00%,6.20%, - , 3.33 
open_il_12m,total_bal_il,29.63%,29.63%,6.05%,0.20%, 40.42 , 40.42 
total_acc,total_bc_limit,29.47%,29.47%,1.58%,7.27%, 0.00 , 2.36 
num_sats,tot_hi_cred_lim,29.43%,29.43%,1.84%,6.20%, 2.77 , 3.33 
open_acc,tot_hi_cred_lim,29.42%,29.42%,1.78%,6.20%, 0.00 , 3.33 
annual_inc,total_bal_ex_mort,29.37%,29.37%,3.54%,1.03%, - , 2.36 
mths_since_recent_inq,num_tl_op_past_12m,-29.28%,29.28%,5.32%,7.72%, 13.08 , 3.33 
open_il_24m,inq_last_12m,29.28%,29.28%,6.07%,6.37%, 40.42 , 40.42 
int_rate,bc_open_to_buy,-29.28%,29.28%,19.85%,8.08%, - , 3.40 
mo_sin_old_rev_tl_op,mort_acc,29.27%,29.27%,3.56%,3.24%, 3.33 , 2.36 
total_acc,total_cu_tl,29.23%,29.23%,1.58%,0.93%, 0.00 , 40.42 
total_bal_ex_mort,total_bc_limit,29.17%,29.17%,1.03%,7.27%, 2.36 , 2.36 
open_rv_24m,inq_last_12m,29.14%,29.14%,6.91%,6.37%, 40.42 , 40.42 
dti,total_bal_ex_mort,29.10%,29.10%,7.83%,1.03%, - , 2.36 
sub_grade,bc_util,29.02%,29.02%,22.50%,7.59%, - , 3.46 
int_rate,all_util,28.99%,28.99%,19.85%,7.38%, - , 40.43 
grade,bc_open_to_buy,-28.97%,28.97%,22.19%,8.08%, - , 3.40 
open_il_24m,mo_sin_rcnt_tl,-28.95%,28.95%,6.07%,5.35%, 40.42 , 3.33 
loan_amnt,annual_inc,28.88%,28.88%,2.68%,3.54%, - , - 
funded_amnt,annual_inc,28.88%,28.88%,2.68%,3.54%, - , - 
funded_amnt_inv,annual_inc,28.86%,28.86%,2.64%,3.54%, - , - 
mths_since_recent_bc,num_bc_sats,-28.85%,28.85%,4.36%,0.43%, 3.34 , 2.77 
inq_last_6mths,open_rv_24m,28.79%,28.79%,7.88%,6.91%, 0.00 , 40.42 
mo_sin_rcnt_rev_tl_op,num_op_rev_tl,-28.63%,28.63%,5.12%,2.36%, 3.33 , 3.33 
total_acc,mo_sin_old_rev_tl_op,28.45%,28.45%,1.58%,3.56%, 0.00 , 3.33 
sub_grade,percent_bc_gt_75,28.44%,28.44%,22.50%,7.83%, - , 3.43 
open_il_12m,total_il_high_credit_limit,28.43%,28.43%,6.05%,1.21%, 40.42 , 3.33 
mths_since_rcnt_il,acc_open_past_24mths,-28.39%,28.39%,3.24%,8.87%, 42.30 , 2.36 
open_acc,open_acc_6m,28.35%,28.35%,1.78%,6.07%, 0.00 , 40.42 
open_acc_6m,num_sats,28.25%,28.25%,6.07%,1.84%, 40.42 , 2.77 
revol_bal,avg_cur_bal,28.21%,28.21%,1.79%,5.62%, - , 3.33 
all_util,total_bal_ex_mort,28.05%,28.05%,7.38%,1.03%, 40.43 , 2.36 
delinq_amnt,num_tl_120dpd_2m,27.96%,27.96%,0.59%,0.22%, 0.00 , 7.13 
total_bal_il,all_util,27.93%,27.93%,0.20%,7.38%, 40.42 , 40.43 
open_acc_6m,num_op_rev_tl,27.91%,27.91%,6.07%,2.36%, 40.42 , 3.33 
grade,bc_util,27.90%,27.90%,22.19%,7.59%, - , 3.46 
installment,annual_inc,27.89%,27.89%,3.00%,3.54%, - , - 
all_util,total_bc_limit,-27.79%,27.79%,7.38%,7.27%, 40.43 , 2.36 
open_il_24m,total_cu_tl,27.78%,27.78%,6.07%,0.93%, 40.42 , 40.42 
inq_last_6mths,acc_open_past_24mths,27.75%,27.75%,7.88%,8.87%, 0.00 , 2.36 
annual_inc,avg_cur_bal,27.74%,27.74%,3.54%,5.62%, - , 3.33 
total_rev_hi_lim,mo_sin_old_rev_tl_op,27.63%,27.63%,5.74%,3.56%, 3.33 , 3.33 
installment,tot_cur_bal,27.61%,27.61%,3.00%,5.24%, - , 3.33 
dti,open_act_il,27.61%,27.61%,7.83%,0.89%, - , 40.42 
funded_amnt_inv,total_bal_ex_mort,27.58%,27.58%,2.64%,1.03%, - , 2.36 
funded_amnt,total_bal_ex_mort,27.57%,27.57%,2.68%,1.03%, - , 2.36 
loan_amnt,total_bal_ex_mort,27.57%,27.57%,2.68%,1.03%, - , 2.36 
sub_grade,revol_util,27.53%,27.53%,22.50%,6.95%, - , 0.08 
int_rate,bc_util,27.48%,27.48%,19.85%,7.59%, - , 3.46 
revol_bal,num_bc_sats,27.48%,27.48%,1.79%,0.43%, - , 2.77 
grade,percent_bc_gt_75,27.46%,27.46%,22.19%,7.83%, - , 3.43 
annual_inc,total_rev_hi_lim,27.36%,27.36%,3.54%,5.74%, - , 3.33 
open_act_il,open_il_12m,27.26%,27.26%,0.89%,6.05%, 40.42 , 40.42 
mths_since_last_record,tax_liens,-27.00%,27.00%,2.03%,1.36%, 84.01 , 0.00 
dti,num_rev_tl_bal_gt_0,26.94%,26.94%,7.83%,5.06%, - , 3.33 
int_rate,percent_bc_gt_75,26.94%,26.94%,19.85%,7.83%, - , 3.43 
annual_inc,revol_bal,26.90%,26.90%,3.54%,1.79%, - , - 
bc_open_to_buy,tot_hi_cred_lim,26.86%,26.86%,8.08%,6.20%, 3.40 , 3.33 
dti,num_actv_rev_tl,26.71%,26.71%,7.83%,5.07%, - , 3.33 
num_tl_90g_dpd_24m,pct_tl_nvr_dlq,-26.68%,26.68%,1.22%,0.37%, 3.33 , 3.33 
bc_open_to_buy,num_actv_bc_tl,26.55%,26.55%,8.08%,2.34%, 3.40 , 3.33 
grade,revol_util,26.55%,26.55%,22.19%,6.95%, - , 0.08 
sub_grade,verification_status,26.53%,26.53%,22.50%,9.68%, - , - 
dti,total_bal_il,26.52%,26.52%,7.83%,0.20%, - , 40.42 
mo_sin_old_rev_tl_op,total_bc_limit,26.51%,26.51%,3.56%,7.27%, 3.33 , 2.36 
num_actv_rev_tl,num_tl_op_past_12m,26.49%,26.49%,5.07%,7.72%, 3.33 , 3.33 
max_bal_bc,avg_cur_bal,26.49%,26.49%,3.23%,5.62%, 40.42 , 3.33 
mths_since_rcnt_il,total_il_high_credit_limit,-26.45%,26.45%,3.24%,1.21%, 42.30 , 3.33 
total_acc,open_acc_6m,26.18%,26.18%,1.58%,6.07%, 0.00 , 40.42 
mths_since_last_record,pub_rec_bankruptcies,26.16%,26.16%,2.03%,2.17%, 84.01 , 0.07 
mo_sin_rcnt_tl,mths_since_recent_inq,26.12%,26.12%,5.35%,5.32%, 3.33 , 13.08 
total_acc,open_il_12m,26.09%,26.09%,1.58%,6.05%, 0.00 , 40.42 
int_rate,revol_util,26.07%,26.07%,19.85%,6.95%, - , 0.08 
inq_last_12m,mo_sin_rcnt_tl,-25.87%,25.87%,6.37%,5.35%, 40.42 , 3.33 
installment,total_bal_ex_mort,25.84%,25.84%,3.00%,1.03%, - , 2.36 
dti,mths_since_rcnt_il,-25.82%,25.82%,7.83%,3.24%, - , 42.30 
dti,open_il_24m,25.66%,25.66%,7.83%,6.07%, - , 40.42 
int_rate,verification_status,25.51%,25.51%,19.85%,9.68%, - , - 
open_acc_6m,mths_since_recent_bc,-25.39%,25.39%,6.07%,4.36%, 40.42 , 3.34 
num_rev_tl_bal_gt_0,num_tl_op_past_12m,25.33%,25.33%,5.06%,7.72%, 3.33 , 3.33 
mths_since_recent_bc,num_actv_bc_tl,-25.28%,25.28%,4.36%,2.34%, 3.34 , 3.33 
bc_util,total_bc_limit,-25.28%,25.28%,7.59%,7.27%, 3.46 , 2.36 
tot_cur_bal,num_sats,25.24%,25.24%,5.24%,1.84%, 3.33 , 2.77 
open_acc,tot_cur_bal,25.23%,25.23%,1.78%,5.24%, 0.00 , 3.33 
open_il_24m,num_sats,25.22%,25.22%,6.07%,1.84%, 40.42 , 2.77 
mths_since_recent_bc,num_op_rev_tl,-25.20%,25.20%,4.36%,2.36%, 3.34 , 3.33 
annual_inc,total_il_high_credit_limit,25.17%,25.17%,3.54%,1.21%, - , 3.33 
open_acc,open_il_24m,25.14%,25.14%,1.78%,6.07%, 0.00 , 40.42 
mths_since_rcnt_il,num_tl_op_past_12m,-25.13%,25.13%,3.24%,7.72%, 42.30 , 3.33 
total_acc,open_rv_12m,25.07%,25.07%,1.58%,5.27%, 0.00 , 40.42 
grade,verification_status,25.06%,25.06%,22.19%,9.68%, - , - 
open_rv_12m,num_actv_bc_tl,25.05%,25.05%,5.27%,2.34%, 40.42 , 3.33 
open_acc_6m,num_rev_accts,25.03%,25.03%,6.07%,2.22%, 40.42 , 3.33 
acc_open_past_24mths,num_il_tl,24.84%,24.84%,8.87%,1.03%, 2.36 , 3.33 
zip_code,addr_state,-24.82%,24.82%,0.06%,0.36%, - , - 
annual_inc,max_bal_bc,24.80%,24.80%,3.54%,3.23%, - , 40.42 
num_bc_sats,num_tl_op_past_12m,24.75%,24.75%,0.43%,7.72%, 2.77 , 3.33 
dti,total_acc,24.73%,24.73%,7.83%,1.58%, - , 0.00 
sub_grade,total_bc_limit,-24.72%,24.72%,22.50%,7.27%, - , 2.36 
mths_since_rcnt_il,num_il_tl,-24.71%,24.71%,3.24%,1.03%, 42.30 , 3.33 
annual_inc,total_bc_limit,24.66%,24.66%,3.54%,7.27%, - , 2.36 
desc,initial_list_status,24.66%,24.66%,1.96%,6.85%, 94.16 , - 
all_util,num_il_tl,24.59%,24.59%,7.38%,1.03%, 40.43 , 3.33 
mo_sin_rcnt_rev_tl_op,num_rev_accts,-24.48%,24.48%,5.12%,2.22%, 3.33 , 3.33 
inq_fi,num_tl_op_past_12m,24.47%,24.47%,3.68%,7.72%, 40.42 , 3.33 
all_util,num_op_rev_tl,-24.36%,24.36%,7.38%,2.36%, 40.43 , 3.33 
total_acc,bc_open_to_buy,24.20%,24.20%,1.58%,8.08%, 0.00 , 3.40 
il_util,num_il_tl,24.18%,24.18%,5.89%,1.03%, 48.95 , 3.33 
revol_bal,revol_util,24.15%,24.15%,1.79%,6.95%, - , 0.08 
mths_since_rcnt_il,total_bal_il,-24.02%,24.02%,3.24%,0.20%, 42.30 , 40.42 
max_bal_bc,mo_sin_old_rev_tl_op,24.01%,24.01%,3.23%,3.56%, 40.42 , 3.33 
num_bc_tl,num_tl_op_past_12m,23.94%,23.94%,1.56%,7.72%, 3.33 , 3.33 
mths_since_last_record,pub_rec,-23.92%,23.92%,2.03%,2.88%, 84.01 , 0.00 
dti,num_il_tl,23.91%,23.91%,7.83%,1.03%, - , 3.33 
int_rate,total_bc_limit,-23.69%,23.69%,19.85%,7.27%, - , 2.36 
open_acc,mo_sin_rcnt_rev_tl_op,-23.65%,23.65%,1.78%,5.12%, 0.00 , 3.33 
open_il_12m,total_bal_ex_mort,23.61%,23.61%,6.05%,1.03%, 40.42 , 2.36 
open_acc,mo_sin_rcnt_tl,-23.59%,23.59%,1.78%,5.35%, 0.00 , 3.33 
total_rev_hi_lim,mort_acc,23.57%,23.57%,5.74%,3.24%, 3.33 , 2.36 
mo_sin_rcnt_rev_tl_op,num_sats,-23.56%,23.56%,5.12%,1.84%, 3.33 , 2.77 
mo_sin_rcnt_tl,num_sats,-23.52%,23.52%,5.35%,1.84%, 3.33 , 2.77 
acc_open_past_24mths,num_actv_bc_tl,23.43%,23.43%,8.87%,2.34%, 2.36 , 3.33 
revol_bal,num_op_rev_tl,23.42%,23.42%,1.79%,2.36%, - , 3.33 
grade,total_bc_limit,-23.40%,23.40%,22.19%,7.27%, - , 2.36 
revol_util,open_rv_24m,-23.30%,23.30%,6.95%,6.91%, 0.08 , 40.42 
mo_sin_rcnt_rev_tl_op,num_actv_rev_tl,-23.17%,23.17%,5.12%,5.07%, 3.33 , 3.33 
open_act_il,mths_since_rcnt_il,-23.00%,23.00%,0.89%,3.24%, 40.42 , 42.30 
mo_sin_rcnt_rev_tl_op,num_rev_tl_bal_gt_0,-23.00%,23.00%,5.12%,5.06%, 3.33 , 3.33 
mths_since_recent_bc,num_bc_tl,-22.99%,22.99%,4.36%,1.56%, 3.34 , 3.33 
revol_bal,num_bc_tl,22.98%,22.98%,1.79%,1.56%, - , 3.33 
max_bal_bc,mort_acc,22.96%,22.96%,3.23%,3.24%, 40.42 , 2.36 
inq_last_6mths,mo_sin_rcnt_tl,-22.93%,22.93%,7.88%,5.35%, 0.00 , 3.33 
revol_util,acc_open_past_24mths,-22.92%,22.92%,6.95%,8.87%, 0.08 , 2.36 
open_acc,revol_bal,22.83%,22.83%,1.78%,1.79%, 0.00 , - 
inq_fi,mths_since_recent_inq,-22.79%,22.79%,3.68%,5.32%, 40.42 , 13.08 
il_util,num_tl_op_past_12m,22.78%,22.78%,5.89%,7.72%, 48.95 , 3.33 
revol_bal,num_sats,22.71%,22.71%,1.79%,1.84%, - , 2.77 
revol_bal,mo_sin_old_rev_tl_op,22.70%,22.70%,1.79%,3.56%, - , 3.33 
avg_cur_bal,total_il_high_credit_limit,22.60%,22.60%,5.62%,1.21%, 3.33 , 3.33 
il_util,mo_sin_rcnt_tl,-22.53%,22.53%,5.89%,5.35%, 48.95 , 3.33 
funded_amnt_inv,avg_cur_bal,22.50%,22.50%,2.64%,5.62%, - , 3.33 
funded_amnt,avg_cur_bal,22.50%,22.50%,2.68%,5.62%, - , 3.33 
loan_amnt,avg_cur_bal,22.50%,22.50%,2.68%,5.62%, - , 3.33 
mths_since_last_delinq,num_tl_90g_dpd_24m,-22.49%,22.49%,1.30%,1.22%, 50.89 , 3.33 
home_ownership,total_acc,-22.45%,22.45%,5.05%,1.58%, - , 0.00 
open_rv_12m,mths_since_recent_inq,-22.40%,22.40%,5.27%,5.32%, 40.42 , 13.08 
all_util,total_rev_hi_lim,-22.31%,22.31%,7.38%,5.74%, 40.43 , 3.33 
mort_acc,num_rev_accts,22.28%,22.28%,3.24%,2.22%, 2.36 , 3.33 
il_util,acc_open_past_24mths,22.25%,22.25%,5.89%,8.87%, 48.95 , 2.36 
total_bal_il,avg_cur_bal,22.20%,22.20%,0.20%,5.62%, 40.42 , 3.33 
revol_util,num_tl_op_past_12m,-22.16%,22.16%,6.95%,7.72%, 0.08 , 3.33 
funded_amnt_inv,mort_acc,22.10%,22.10%,2.64%,3.24%, - , 2.36 
funded_amnt,mort_acc,22.10%,22.10%,2.68%,3.24%, - , 2.36 
loan_amnt,mort_acc,22.10%,22.10%,2.68%,3.24%, - , 2.36 
all_util,num_rev_accts,-22.10%,22.10%,7.38%,2.22%, 40.43 , 3.33 
il_util,total_bal_ex_mort,22.07%,22.07%,5.89%,1.03%, 48.95 , 2.36 
delinq_2yrs,num_accts_ever_120_pd,22.07%,22.07%,1.91%,0.85%, 0.00 , 3.33 
tot_cur_bal,num_il_tl,22.00%,22.00%,5.24%,1.03%, 3.33 , 3.33 
chargeoff_within_12_mths,num_tl_90g_dpd_24m,21.96%,21.96%,0.21%,1.22%, 0.01 , 3.33 
mths_since_rcnt_il,inq_fi,-21.93%,21.93%,3.24%,3.68%, 42.30 , 40.42 
mo_sin_old_il_acct,total_il_high_credit_limit,21.85%,21.85%,2.12%,1.21%, 6.37 , 3.33 
max_bal_bc,num_actv_bc_tl,21.82%,21.82%,3.23%,2.34%, 40.42 , 3.33 
funded_amnt_inv,num_bc_sats,21.81%,21.81%,2.64%,0.43%, - , 2.77 
funded_amnt,num_bc_sats,21.81%,21.81%,2.68%,0.43%, - , 2.77 
all_util,total_il_high_credit_limit,21.81%,21.81%,7.38%,1.21%, 40.43 , 3.33 
loan_amnt,num_bc_sats,21.81%,21.81%,2.68%,0.43%, - , 2.77 
total_acc,mo_sin_rcnt_tl,-21.78%,21.78%,1.58%,5.35%, 0.00 , 3.33 
revol_bal,num_rev_accts,21.75%,21.75%,1.79%,2.22%, - , 3.33 
mo_sin_old_rev_tl_op,tot_hi_cred_lim,21.67%,21.67%,3.56%,6.20%, 3.33 , 3.33 
pct_tl_nvr_dlq,total_bc_limit,21.64%,21.64%,0.37%,7.27%, 3.33 , 2.36 
dti,all_util,21.62%,21.62%,7.83%,7.38%, - , 40.43 
mo_sin_old_il_acct,mo_sin_old_rev_tl_op,21.60%,21.60%,2.12%,3.56%, 6.37 , 3.33 
max_bal_bc,percent_bc_gt_75,21.58%,21.58%,3.23%,7.83%, 40.42 , 3.43 
acc_open_past_24mths,mths_since_recent_inq,-21.43%,21.43%,8.87%,5.32%, 2.36 , 13.08 
all_util,num_bc_tl,-21.41%,21.41%,7.38%,1.56%, 40.43 , 3.33 
total_acc,inq_last_12m,21.40%,21.40%,1.58%,6.37%, 0.00 , 40.42 
inq_last_6mths,inq_fi,21.26%,21.26%,7.88%,3.68%, 0.00 , 40.42 
percent_bc_gt_75,total_bc_limit,-21.20%,21.20%,7.83%,7.27%, 3.43 , 2.36 
revol_bal,mort_acc,21.19%,21.19%,1.79%,3.24%, - , 2.36 
open_il_12m,total_cu_tl,21.16%,21.16%,6.05%,0.93%, 40.42 , 40.42 
revol_util,open_rv_12m,-21.13%,21.13%,6.95%,5.27%, 0.08 , 40.42 
mo_sin_old_il_acct,total_bal_ex_mort,21.11%,21.11%,2.12%,1.03%, 6.37 , 2.36 
installment,verification_status,21.11%,21.11%,3.00%,9.68%, - , - 
mths_since_last_record,pct_tl_nvr_dlq,20.91%,20.91%,2.03%,0.37%, 84.01 , 3.33 
total_bal_il,mo_sin_old_il_acct,20.84%,20.84%,0.20%,2.12%, 40.42 , 6.37 
installment,num_bc_sats,20.84%,20.84%,3.00%,0.43%, - , 2.77 
mo_sin_rcnt_tl,num_op_rev_tl,-20.81%,20.81%,5.35%,2.36%, 3.33 , 3.33 
mths_since_recent_bc,num_actv_rev_tl,-20.81%,20.81%,4.36%,5.07%, 3.34 , 3.33 
funded_amnt_inv,total_il_high_credit_limit,20.80%,20.80%,2.64%,1.21%, - , 3.33 
funded_amnt,total_il_high_credit_limit,20.80%,20.80%,2.68%,1.21%, - , 3.33 
loan_amnt,total_il_high_credit_limit,20.80%,20.80%,2.68%,1.21%, - , 3.33 
open_acc,mths_since_recent_bc,-20.69%,20.69%,1.78%,4.36%, 0.00 , 3.34 
mths_since_recent_bc,num_sats,-20.67%,20.67%,4.36%,1.84%, 3.34 , 2.77 
all_util,num_bc_sats,-20.64%,20.64%,7.38%,0.43%, 40.43 , 2.77 
revol_util,num_op_rev_tl,-20.61%,20.61%,6.95%,2.36%, 0.08 , 3.33 
funded_amnt_inv,bc_open_to_buy,20.57%,20.57%,2.64%,8.08%, - , 3.40 
mths_since_recent_bc,num_rev_tl_bal_gt_0,-20.57%,20.57%,4.36%,5.06%, 3.34 , 3.33 
funded_amnt,bc_open_to_buy,20.57%,20.57%,2.68%,8.08%, - , 3.40 
loan_amnt,bc_open_to_buy,20.57%,20.57%,2.68%,8.08%, - , 3.40 
loan_amnt,total_acc,20.51%,20.51%,2.68%,1.58%, - , 0.00 
funded_amnt,total_acc,20.49%,20.49%,2.68%,1.58%, - , 0.00 
funded_amnt_inv,total_acc,20.49%,20.49%,2.64%,1.58%, - , 0.00 
num_il_tl,tot_hi_cred_lim,20.48%,20.48%,1.03%,6.20%, 3.33 , 3.33 
total_rev_hi_lim,avg_cur_bal,20.48%,20.48%,5.74%,5.62%, 3.33 , 3.33 
sub_grade,inq_last_6mths,20.45%,20.45%,22.50%,7.88%, - , 0.00 
mort_acc,total_bc_limit,20.44%,20.44%,3.24%,7.27%, 2.36 , 2.36 
max_bal_bc,num_bc_sats,20.37%,20.37%,3.23%,0.43%, 40.42 , 2.77 
loan_amnt,num_bc_tl,20.23%,20.23%,2.68%,1.56%, - , 3.33 
funded_amnt,num_bc_tl,20.23%,20.23%,2.68%,1.56%, - , 3.33 
funded_amnt_inv,num_bc_tl,20.22%,20.22%,2.64%,1.56%, - , 3.33 
open_il_12m,mths_since_recent_inq,-20.15%,20.15%,6.05%,5.32%, 40.42 , 13.08 
mths_since_last_major_derog,chargeoff_within_12_mths,-20.11%,20.11%,1.14%,0.21%, 73.98 , 0.01 
funded_amnt_inv,verification_status,20.10%,20.10%,2.64%,9.68%, - , - 
loan_amnt,verification_status,20.08%,20.08%,2.68%,9.68%, - , - 
funded_amnt,verification_status,20.06%,20.06%,2.68%,9.68%, - , - 
open_acc_6m,num_actv_rev_tl,20.02%,20.02%,6.07%,5.07%, 40.42 , 3.33 
mths_since_rcnt_il,inq_last_12m,-20.01%,20.01%,3.24%,6.37%, 42.30 , 40.42 
open_acc_6m,num_bc_tl,19.95%,19.95%,6.07%,1.56%, 40.42 , 3.33 
grade,inq_last_6mths,19.94%,19.94%,22.19%,7.88%, - , 0.00 
open_acc_6m,num_bc_sats,19.92%,19.92%,6.07%,0.43%, 40.42 , 2.77 
installment,avg_cur_bal,19.86%,19.86%,3.00%,5.62%, - , 3.33 
revol_bal,total_acc,19.86%,19.86%,1.79%,1.58%, - , 0.00 
mths_since_rcnt_il,total_bal_ex_mort,-19.82%,19.82%,3.24%,1.03%, 42.30 , 2.36 
sub_grade,dti,19.69%,19.69%,22.50%,7.83%, - , - 
mo_sin_rcnt_rev_tl_op,num_bc_sats,-19.68%,19.68%,5.12%,0.43%, 3.33 , 2.77 
revol_util,open_acc_6m,-19.68%,19.68%,6.95%,6.07%, 0.08 , 40.42 
mo_sin_old_rev_tl_op,num_op_rev_tl,19.66%,19.66%,3.56%,2.36%, 3.33 , 3.33 
open_il_24m,all_util,19.61%,19.61%,6.07%,7.38%, 40.42 , 40.43 
num_bc_tl,tot_hi_cred_lim,19.57%,19.57%,1.56%,6.20%, 3.33 , 3.33 
total_acc,mths_since_rcnt_il,-19.57%,19.57%,1.58%,3.24%, 0.00 , 42.30 
installment,num_actv_bc_tl,19.57%,19.57%,3.00%,2.34%, - , 3.33 
dti,num_op_rev_tl,19.52%,19.52%,7.83%,2.36%, - , 3.33 
funded_amnt,num_actv_bc_tl,19.51%,19.51%,2.68%,2.34%, - , 3.33 
loan_amnt,num_actv_bc_tl,19.51%,19.51%,2.68%,2.34%, - , 3.33 
funded_amnt_inv,num_actv_bc_tl,19.51%,19.51%,2.64%,2.34%, - , 3.33 
num_rev_accts,tot_hi_cred_lim,19.38%,19.38%,2.22%,6.20%, 3.33 , 3.33 
sub_grade,total_rev_hi_lim,-19.35%,19.35%,22.50%,5.74%, - , 3.33 
bc_util,year_issued,-19.30%,19.30%,7.59%,14.60%, 3.46 , - 
mths_since_recent_bc,num_rev_accts,-19.29%,19.29%,4.36%,2.22%, 3.34 , 3.33 
mort_acc,num_bc_tl,19.28%,19.28%,3.24%,1.56%, 2.36 , 3.33 
annual_inc,mort_acc,19.27%,19.27%,3.54%,3.24%, - , 2.36 
sub_grade,num_tl_op_past_12m,19.24%,19.24%,22.50%,7.72%, - , 3.33 
int_rate,inq_last_6mths,19.22%,19.22%,19.85%,7.88%, - , 0.00 
open_acc_6m,num_rev_tl_bal_gt_0,19.21%,19.21%,6.07%,5.06%, 40.42 , 3.33 
open_acc_6m,mths_since_rcnt_il,-19.19%,19.19%,6.07%,3.24%, 40.42 , 42.30 
emp_title,emp_length,19.11%,19.11%,2.52%,2.21%, 6.96 , 6.09 
bc_util,num_tl_op_past_12m,-19.08%,19.08%,7.59%,7.72%, 3.46 , 3.33 
installment,total_il_high_credit_limit,19.07%,19.07%,3.00%,1.21%, - , 3.33 
installment,num_bc_tl,19.04%,19.04%,3.00%,1.56%, - , 3.33 
grade,dti,18.97%,18.97%,22.19%,7.83%, - , - 
dti,num_actv_bc_tl,18.94%,18.94%,7.83%,2.34%, - , 3.33 
mo_sin_old_il_acct,mort_acc,18.88%,18.88%,2.12%,3.24%, 6.37 , 2.36 
inq_last_6mths,mo_sin_rcnt_rev_tl_op,-18.87%,18.87%,7.88%,5.12%, 0.00 , 3.33 
annual_inc,total_bal_il,18.85%,18.85%,3.54%,0.20%, - , 40.42 
percent_bc_gt_75,year_issued,-18.85%,18.85%,7.83%,14.60%, 3.43 , - 
mths_since_last_delinq,pct_tl_nvr_dlq,18.83%,18.83%,1.30%,0.37%, 50.89 , 3.33 
dti,bc_util,18.80%,18.80%,7.83%,7.59%, - , 3.46 
