feature,Original,abs_Original,Counterfactual_1,abs_Counterfactual_1,delta,abs_delta
emp_title,1.2420658928951773,1.2420658928951773,0.8900029123677147,0.8900029123677147,-0.35206298052746265,0.35206298052746265
mo_sin_old_il_acct,-0.07957619746332849,0.07957619746332849,0.24100513685958042,0.24100513685958042,0.3205813343229089,0.3205813343229089
tot_hi_cred_lim,0.2824009323745822,0.2824009323745822,-0.03614225611353222,0.03614225611353222,-0.3185431884881144,0.3185431884881144
verification_status,0.047516843542698806,0.047516843542698806,-0.2676538467001533,0.2676538467001533,-0.3151706902428521,0.3151706902428521
num_actv_rev_tl,-0.22028771534184102,0.22028771534184102,0.04304065876569382,0.04304065876569382,0.26332837410753485,0.26332837410753485
acc_open_past_24mths,0.4044249593567454,0.4044249593567454,0.636350637550962,0.636350637550962,0.2319256781942166,0.2319256781942166
title,-0.7418517428261017,0.7418517428261017,-0.9707960600272718,0.9707960600272718,-0.22894431720117014,0.22894431720117014
num_bc_sats,-0.9301219084350075,0.9301219084350075,-0.7187324269860542,0.7187324269860542,0.2113894814489533,0.2113894814489533
pub_rec_bankruptcies,-0.35676860051473835,0.35676860051473835,-0.5614605908710919,0.5614605908710919,-0.20469199035635355,0.20469199035635355
num_bc_tl,-0.5980886279591158,0.5980886279591158,-0.7918727777946553,0.7918727777946553,-0.1937841498355395,0.1937841498355395
total_bc_limit,-0.8040721268195148,0.8040721268195148,-0.6148144330166885,0.6148144330166885,0.1892576938028263,0.1892576938028263
collections_12_mths_ex_med,-0.1184292519368321,0.1184292519368321,0.07009668266847843,0.07009668266847843,0.18852593460531053,0.18852593460531053
total_acc,-0.438984217926509,0.438984217926509,-0.2558603400246082,0.2558603400246082,0.18312387790190077,0.18312387790190077
loan_amnt,-1.0057012100194722,1.0057012100194722,-1.1761037936350676,1.1761037936350676,-0.17040258361559535,0.17040258361559535
total_il_high_credit_limit,-0.2872102593417284,0.2872102593417284,-0.12719160384026496,0.12719160384026496,0.16001865550146344,0.16001865550146344
bc_open_to_buy,-0.6546933800243184,0.6546933800243184,-0.8088258140397662,0.8088258140397662,-0.15413243401544774,0.15413243401544774
revol_bal,-0.462324714436449,0.462324714436449,-0.3152918749839445,0.3152918749839445,0.1470328394525045,0.1470328394525045
num_rev_accts,-0.14246291240108408,0.14246291240108408,-0.2866388495976633,0.2866388495976633,-0.1441759371965792,0.1441759371965792
num_accts_ever_120_pd,0.3683311817463897,0.3683311817463897,0.4955496109689459,0.4955496109689459,0.12721842922255622,0.12721842922255622
mo_sin_rcnt_rev_tl_op,-0.5039739725350052,0.5039739725350052,-0.6134480249627728,0.6134480249627728,-0.10947405242776764,0.10947405242776764
total_rev_hi_lim,-0.5870990688819907,0.5870990688819907,-0.6747890288797518,0.6747890288797518,-0.08768995999776108,0.08768995999776108
home_ownership,-0.17933584723612728,0.17933584723612728,-0.09890804975837886,0.09890804975837886,0.08042779747774842,0.08042779747774842
num_tl_90g_dpd_24m,-0.17523772388409306,0.17523772388409306,-0.24519932161564417,0.24519932161564417,-0.06996159773155111,0.06996159773155111
delinq_2yrs,-0.35788360774131056,0.35788360774131056,-0.2882094123664803,0.2882094123664803,0.06967419537483027,0.06967419537483027
num_tl_30dpd,-0.05295168827290954,0.05295168827290954,0.013567209451515835,0.013567209451515835,0.06651889772442537,0.06651889772442537
num_actv_bc_tl,-0.745862681817756,0.745862681817756,-0.8091790852763882,0.8091790852763882,-0.06331640345863221,0.06331640345863221
tax_liens,-0.11841893577533825,0.11841893577533825,-0.17499933315745286,0.17499933315745286,-0.05658039738211461,0.05658039738211461
avg_cur_bal,0.3740223794268489,0.3740223794268489,0.32013581765522386,0.32013581765522386,-0.05388656177162504,0.05388656177162504
earliest_cr_line_month,-0.2790334942466624,0.2790334942466624,-0.332241235455137,0.332241235455137,-0.0532077412084746,0.0532077412084746
percent_bc_gt_75,1.5668458878411597,1.5668458878411597,1.618651323368467,1.618651323368467,0.05180543552730721,0.05180543552730721
